EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 18-04-2024
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 PP   : Sea level pressure in 0.1 hPa
30-34 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station KREMSMUENSTER (TAWES), AUSTRIA (STAID: 11)
Blended and updated with sources:2148 125512 136484 911012 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   PP, Q_PP
    11,136484,18740503,10066,    0
    11,136484,18740504,10074,    0
    11,136484,18740505,10102,    0
    11,136484,18740506,10141,    0
    11,136484,18740507,10116,    0
    11,136484,18740508,10040,    0
    11,136484,18740509,10019,    0
    11,136484,18740510,10055,    0
    11,136484,18740511,10110,    0
    11,136484,18740512,10056,    0
    11,136484,18740513,10100,    0
    11,136484,18740514,10198,    0
    11,136484,18740515,10152,    0
    11,136484,18740516,10184,    0
    11,136484,18740517,10200,    0
    11,136484,18740518,10200,    0
    11,136484,18740519,10213,    0
    11,136484,18740520,10224,    0
    11,136484,18740521,10197,    0
    11,136484,18740522,10104,    0
    11,136484,18740523,10067,    0
    11,136484,18740524,10048,    0
    11,136484,18740525,10115,    0
    11,136484,18740526,10144,    0
    11,136484,18740527,10175,    0
    11,136484,18740528,10221,    0
    11,136484,18740529,10216,    0
    11,136484,18740530,10210,    0
    11,136484,18740531,10242,    0
    11,136484,18740601,10275,    0
    11,136484,18740602,10238,    0
    11,136484,18740603,10260,    0
    11,136484,18740604,10291,    0
    11,136484,18740605,10261,    0
    11,136484,18740606,10220,    0
    11,136484,18740607,10209,    0
    11,136484,18740608,10241,    0
    11,136484,18740609,10254,    0
    11,136484,18740610,10225,    0
    11,136484,18740611,10216,    0
    11,136484,18740612,10197,    0
    11,136484,18740613,10219,    0
    11,136484,18740614,10221,    0
    11,136484,18740615,10193,    0
    11,136484,18740616,10187,    0
    11,136484,18740617,10230,    0
    11,136484,18740618,10236,    0
    11,136484,18740619,10213,    0
    11,136484,18740620,10176,    0
    11,136484,18740621,10166,    0
    11,136484,18740622,10083,    0
    11,136484,18740623,10220,    0
    11,136484,18740624,10199,    0
    11,136484,18740625,10243,    0
    11,136484,18740626,10168,    0
    11,136484,18740627,10155,    0
    11,136484,18740628,10097,    0
    11,136484,18740629,10133,    0
    11,136484,18740630,10222,    0
    11,136484,18740701,10252,    0
    11,136484,18740702,10249,    0
    11,136484,18740703,10246,    0
    11,136484,18740704,10230,    0
    11,136484,18740705,10240,    0
    11,136484,18740706,10241,    0
    11,136484,18740707,10220,    0
    11,136484,18740708,10234,    0
    11,136484,18740709,10253,    0
    11,136484,18740710,10227,    0
    11,136484,18740711,10191,    0
    11,136484,18740712,10186,    0
    11,136484,18740713,10218,    0
    11,136484,18740714,10217,    0
    11,136484,18740715,10200,    0
    11,136484,18740716,10198,    0
    11,136484,18740717,10220,    0
    11,136484,18740718,10231,    0
    11,136484,18740719,10224,    0
    11,136484,18740720,10169,    0
    11,136484,18740721,10146,    0
    11,136484,18740722,10191,    0
    11,136484,18740723,10176,    0
    11,136484,18740724,10129,    0
    11,136484,18740725,10106,    0
    11,136484,18740726,10137,    0
    11,136484,18740727,10168,    0
    11,136484,18740728,10150,    0
    11,136484,18740729,10091,    0
    11,136484,18740730,10114,    0
    11,136484,18740731,10176,    0
    11,136484,18740801,10166,    0
    11,136484,18740802,10170,    0
    11,136484,18740803,10142,    0
    11,136484,18740804,10174,    0
    11,136484,18740805,10153,    0
    11,136484,18740806,10148,    0
    11,136484,18740807,10199,    0
    11,136484,18740808,10141,    0
    11,136484,18740809,10164,    0
    11,136484,18740810,10160,    0
    11,136484,18740811,10167,    0
    11,136484,18740812,10193,    0
    11,136484,18740813,10169,    0
    11,136484,18740814,10129,    0
    11,136484,18740815,10194,    0
    11,136484,18740816,10233,    0
    11,136484,18740817,10220,    0
    11,136484,18740818,10242,    0
    11,136484,18740819,10290,    0
    11,136484,18740820,10279,    0
    11,136484,18740821,10254,    0
    11,136484,18740822,10269,    0
    11,136484,18740823,10224,    0
    11,136484,18740824,10205,    0
    11,136484,18740825,10185,    0
    11,136484,18740826,10233,    0
    11,136484,18740827,10182,    0
    11,136484,18740828,10174,    0
    11,136484,18740829,10188,    0
    11,136484,18740830,10220,    0
    11,136484,18740831,10242,    0
    11,136484,18740901,10247,    0
    11,136484,18740902,10229,    0
    11,136484,18740903,10202,    0
    11,136484,18740904,10210,    0
    11,136484,18740905,10233,    0
    11,136484,18740906,10223,    0
    11,136484,18740907,10223,    0
    11,136484,18740908,10205,    0
    11,136484,18740909,10142,    0
    11,136484,18740910,10160,    0
    11,136484,18740911,10215,    0
    11,136484,18740912,10135,    0
    11,136484,18740913,10183,    0
    11,136484,18740914,10247,    0
    11,136484,18740915,10268,    0
    11,136484,18740916,10185,    0
    11,136484,18740917,10170,    0
    11,136484,18740918,10206,    0
    11,136484,18740919,10225,    0
    11,136484,18740920,10186,    0
    11,136484,18740921,10220,    0
    11,136484,18740922,10222,    0
    11,136484,18740923,10212,    0
    11,136484,18740924,10272,    0
    11,136484,18740925,10283,    0
    11,136484,18740926,10292,    0
    11,136484,18740927,10264,    0
    11,136484,18740928,10242,    0
    11,136484,18740929,10202,    0
    11,136484,18740930,10186,    0
    11,136484,18741001,10138,    0
    11,136484,18741002,10156,    0
    11,136484,18741003,10051,    0
    11,136484,18741004,10096,    0
    11,136484,18741005,10166,    0
    11,136484,18741006,10239,    0
    11,136484,18741007,10153,    0
    11,136484,18741008,10184,    0
    11,136484,18741009,10244,    0
    11,136484,18741010,10274,    0
    11,136484,18741011,10282,    0
    11,136484,18741012,10284,    0
    11,136484,18741013,10234,    0
    11,136484,18741014,10205,    0
    11,136484,18741015,10146,    0
    11,136484,18741016,10153,    0
    11,136484,18741017,10229,    0
    11,136484,18741018,10262,    0
    11,136484,18741019,10239,    0
    11,136484,18741020,10219,    0
    11,136484,18741021,10160,    0
    11,136484,18741022,10093,    0
    11,136484,18741023,10121,    0
    11,136484,18741024,10260,    0
    11,136484,18741025,10328,    0
    11,136484,18741026,10328,    0
    11,136484,18741027,10286,    0
    11,136484,18741028,10254,    0
    11,136484,18741029,10240,    0
    11,136484,18741030,10244,    0
    11,136484,18741031,10276,    0
    11,136484,18741101,10279,    0
    11,136484,18741102,10276,    0
    11,136484,18741103,10273,    0
    11,136484,18741104,10292,    0
    11,136484,18741105,10295,    0
    11,136484,18741106,10324,    0
    11,136484,18741107,10345,    0
    11,136484,18741108,10349,    0
    11,136484,18741109,10310,    0
    11,136484,18741110,10210,    0
    11,136484,18741111,10125,    0
    11,136484,18741112,10091,    0
    11,136484,18741113,10100,    0
    11,136484,18741114,10117,    0
    11,136484,18741115,10143,    0
    11,136484,18741116,10044,    0
    11,136484,18741117, 9987,    0
    11,136484,18741118,10089,    0
    11,136484,18741119,10006,    0
    11,136484,18741120, 9995,    0
    11,136484,18741121,10131,    0
    11,136484,18741122,10150,    0
    11,136484,18741123,10173,    0
    11,136484,18741124,10216,    0
    11,136484,18741125,10203,    0
    11,136484,18741126,10154,    0
    11,136484,18741127,10123,    0
    11,136484,18741128,10112,    0
    11,136484,18741129,10057,    0
    11,136484,18741130,10040,    0
    11,136484,18741201,-9999,    9
    11,136484,18741202,-9999,    9
    11,136484,18741203,-9999,    9
    11,136484,18741204,-9999,    9
    11,136484,18741205,-9999,    9
    11,136484,18741206,-9999,    9
    11,136484,18741207,-9999,    9
    11,136484,18741208,-9999,    9
    11,136484,18741209,-9999,    9
    11,136484,18741210,-9999,    9
    11,136484,18741211,-9999,    9
    11,136484,18741212,-9999,    9
    11,136484,18741213,-9999,    9
    11,136484,18741214,-9999,    9
    11,136484,18741215,-9999,    9
    11,136484,18741216,-9999,    9
    11,136484,18741217,-9999,    9
    11,136484,18741218,-9999,    9
    11,136484,18741219,-9999,    9
    11,136484,18741220,-9999,    9
    11,136484,18741221,-9999,    9
    11,136484,18741222,-9999,    9
    11,136484,18741223,-9999,    9
    11,136484,18741224,-9999,    9
    11,136484,18741225,-9999,    9
    11,136484,18741226,-9999,    9
    11,136484,18741227,-9999,    9
    11,136484,18741228,-9999,    9
    11,136484,18741229,-9999,    9
    11,136484,18741230,-9999,    9
    11,136484,18741231,-9999,    9
    11,136484,18750101,10269,    0
    11,136484,18750102,10262,    0
    11,136484,18750103,10274,    0
    11,136484,18750104,10276,    0
    11,136484,18750105,10238,    0
    11,136484,18750106,10209,    0
    11,136484,18750107,10249,    0
    11,136484,18750108,10242,    0
    11,136484,18750109,10246,    0
    11,136484,18750110,10241,    0
    11,136484,18750111,10247,    0
    11,136484,18750112,10255,    0
    11,136484,18750113,10269,    0
    11,136484,18750114,10304,    0
    11,136484,18750115,10211,    0
    11,136484,18750116,10167,    0
    11,136484,18750117,10089,    0
    11,136484,18750118,10167,    0
    11,136484,18750119,10213,    0
    11,136484,18750120,10190,    0
    11,136484,18750121,10083,    0
    11,136484,18750122,10022,    0
    11,136484,18750123,10181,    0
    11,136484,18750124,10121,    0
    11,136484,18750125,10063,    0
    11,136484,18750126,10138,    0
    11,136484,18750127,10324,    0
    11,136484,18750128,10361,    0
    11,136484,18750129,10311,    0
    11,136484,18750130,10243,    0
    11,136484,18750131,10387,    0
    11,136484,18750201,10332,    0
    11,136484,18750202,10252,    0
    11,136484,18750203,10127,    0
    11,136484,18750204,10100,    0
    11,136484,18750205,10167,    0
    11,136484,18750206,10197,    0
    11,136484,18750207,10199,    0
    11,136484,18750208,10174,    0
    11,136484,18750209,10139,    0
    11,136484,18750210,10166,    0
    11,136484,18750211,10231,    0
    11,136484,18750212,10240,    0
    11,136484,18750213,10215,    0
    11,136484,18750214,10255,    0
    11,136484,18750215,10251,    0
    11,136484,18750216,10236,    0
    11,136484,18750217,10158,    0
    11,136484,18750218,10176,    0
    11,136484,18750219,10169,    0
    11,136484,18750220,10153,    0
    11,136484,18750221,10177,    0
    11,136484,18750222,10227,    0
    11,136484,18750223,10178,    0
    11,136484,18750224,10061,    0
    11,136484,18750225,10070,    0
    11,136484,18750226,10084,    0
    11,136484,18750227,10061,    0
    11,136484,18750228,10075,    0
    11,136484,18750301,10057,    0
    11,136484,18750302,10052,    0
    11,136484,18750303,10090,    0
    11,136484,18750304,10168,    0
    11,136484,18750305,10217,    0
    11,136484,18750306,10262,    0
    11,136484,18750307,10279,    0
    11,136484,18750308,10284,    0
    11,136484,18750309,10231,    0
    11,136484,18750310,10224,    0
    11,136484,18750311,10206,    0
    11,136484,18750312,10166,    0
    11,136484,18750313,10197,    0
    11,136484,18750314,10228,    0
    11,136484,18750315,10242,    0
    11,136484,18750316,10241,    0
    11,136484,18750317,10200,    0
    11,136484,18750318,10293,    0
    11,136484,18750319,10164,    0
    11,136484,18750320,10067,    0
    11,136484,18750321,10144,    0
    11,136484,18750322,10156,    0
    11,136484,18750323,10193,    0
    11,136484,18750324,10243,    0
    11,136484,18750325,10237,    0
    11,136484,18750326,10263,    0
    11,136484,18750327,10199,    0
    11,136484,18750328,10199,    0
    11,136484,18750329,10242,    0
    11,136484,18750330,10286,    0
    11,136484,18750331,10265,    0
    11,136484,18750401,10251,    0
    11,136484,18750402,10255,    0
    11,136484,18750403,10211,    0
    11,136484,18750404,10150,    0
    11,136484,18750405,10093,    0
    11,136484,18750406,10053,    0
    11,136484,18750407,10011,    0
    11,136484,18750408,10066,    0
    11,136484,18750409,10145,    0
    11,136484,18750410,10170,    0
    11,136484,18750411,10220,    0
    11,136484,18750412,10126,    0
    11,136484,18750413,10160,    0
    11,136484,18750414,10263,    0
    11,136484,18750415,10232,    0
    11,136484,18750416,10255,    0
    11,136484,18750417,10246,    0
    11,136484,18750418,10213,    0
    11,136484,18750419,10202,    0
    11,136484,18750420,10225,    0
    11,136484,18750421,10144,    0
    11,136484,18750422,10078,    0
    11,136484,18750423,10122,    0
    11,136484,18750424,10201,    0
    11,136484,18750425,10208,    0
    11,136484,18750426,10213,    0
    11,136484,18750427,10227,    0
    11,136484,18750428,10205,    0
    11,136484,18750429,10211,    0
    11,136484,18750430,10189,    0
    11,136484,18750501,10290,    0
    11,136484,18750502,10387,    0
    11,136484,18750503,10395,    0
    11,136484,18750504,10403,    0
    11,136484,18750505,10387,    0
    11,136484,18750506,10247,    0
    11,136484,18750507,10366,    0
    11,136484,18750508,10386,    0
    11,136484,18750509,10395,    0
    11,136484,18750510,10255,    0
    11,136484,18750511,10447,    0
    11,136484,18750512,10460,    0
    11,136484,18750513,10415,    0
    11,136484,18750514,10401,    0
    11,136484,18750515,10411,    0
    11,136484,18750516,10380,    0
    11,136484,18750517,10359,    0
    11,136484,18750518,10332,    0
    11,136484,18750519,10315,    0
    11,136484,18750520,10387,    0
    11,136484,18750521,10384,    0
    11,136484,18750522,10387,    0
    11,136484,18750523,10415,    0
    11,136484,18750524,10461,    0
    11,136484,18750525,10418,    0
    11,136484,18750526,10348,    0
    11,136484,18750527,10323,    0
    11,136484,18750528,10346,    0
    11,136484,18750529,10323,    0
    11,136484,18750530,10269,    0
    11,136484,18750531,10311,    0
    11,136484,18750601,10216,    0
    11,136484,18750602,10215,    0
    11,136484,18750603,10177,    0
    11,136484,18750604,10135,    0
    11,136484,18750605,10155,    0
    11,136484,18750606,10208,    0
    11,136484,18750607,10258,    0
    11,136484,18750608,10233,    0
    11,136484,18750609,10205,    0
    11,136484,18750610,10167,    0
    11,136484,18750611,10177,    0
    11,136484,18750612,10221,    0
    11,136484,18750613,10198,    0
    11,136484,18750614,10170,    0
    11,136484,18750615,10129,    0
    11,136484,18750616,10152,    0
    11,136484,18750617,10122,    0
    11,136484,18750618,10168,    0
    11,136484,18750619,10182,    0
    11,136484,18750620,10154,    0
    11,136484,18750621,10175,    0
    11,136484,18750622,10201,    0
    11,136484,18750623,10196,    0
    11,136484,18750624,10174,    0
    11,136484,18750625,10147,    0
    11,136484,18750626,10155,    0
    11,136484,18750627,10185,    0
    11,136484,18750628,10166,    0
    11,136484,18750629,10150,    0
    11,136484,18750630,10187,    0
    11,136484,18750701,10152,    0
    11,136484,18750702,10146,    0
    11,136484,18750703,10150,    0
    11,136484,18750704,10191,    0
    11,136484,18750705,10220,    0
    11,136484,18750706,10247,    0
    11,136484,18750707,10237,    0
    11,136484,18750708,10157,    0
    11,136484,18750709,10101,    0
    11,136484,18750710,10119,    0
    11,136484,18750711,10170,    0
    11,136484,18750712,10221,    0
    11,136484,18750713,10249,    0
    11,136484,18750714,10218,    0
    11,136484,18750715,10137,    0
    11,136484,18750716,10090,    0
    11,136484,18750717,10072,    0
    11,136484,18750718,10072,    0
    11,136484,18750719,10130,    0
    11,136484,18750720,10153,    0
    11,136484,18750721,10156,    0
    11,136484,18750722,10114,    0
    11,136484,18750723,10093,    0
    11,136484,18750724,10154,    0
    11,136484,18750725,10184,    0
    11,136484,18750726,10245,    0
    11,136484,18750727,10305,    0
    11,136484,18750728,10277,    0
    11,136484,18750729,10263,    0
    11,136484,18750730,10224,    0
    11,136484,18750731,10166,    0
    11,136484,18750801,10180,    0
    11,136484,18750802,10220,    0
    11,136484,18750803,10190,    0
    11,136484,18750804,10082,    0
    11,136484,18750805,10043,    0
    11,136484,18750806,10082,    0
    11,136484,18750807,10161,    0
    11,136484,18750808,10219,    0
    11,136484,18750809,10196,    0
    11,136484,18750810,10206,    0
    11,136484,18750811,10219,    0
    11,136484,18750812,10189,    0
    11,136484,18750813,10204,    0
    11,136484,18750814,10260,    0
    11,136484,18750815,10284,    0
    11,136484,18750816,10243,    0
    11,136484,18750817,10283,    0
    11,136484,18750818,10263,    0
    11,136484,18750819,10239,    0
    11,136484,18750820,10222,    0
    11,136484,18750821,10296,    0
    11,136484,18750822,10245,    0
    11,136484,18750823,10233,    0
    11,136484,18750824,10190,    0
    11,136484,18750825,10206,    0
    11,136484,18750826,10253,    0
    11,136484,18750827,10244,    0
    11,136484,18750828,10190,    0
    11,136484,18750829,10150,    0
    11,136484,18750830,10223,    0
    11,136484,18750831,10212,    0
    11,136484,18750901,10189,    0
    11,136484,18750902,10225,    0
    11,136484,18750903,10238,    0
    11,136484,18750904,10222,    0
    11,136484,18750905,10245,    0
    11,136484,18750906,10275,    0
    11,136484,18750907,10275,    0
    11,136484,18750908,10252,    0
    11,136484,18750909,10209,    0
    11,136484,18750910,10194,    0
    11,136484,18750911,10238,    0
    11,136484,18750912,10267,    0
    11,136484,18750913,10222,    0
    11,136484,18750914,10232,    0
    11,136484,18750915,10262,    0
    11,136484,18750916,10276,    0
    11,136484,18750917,10273,    0
    11,136484,18750918,10250,    0
    11,136484,18750919,10243,    0
    11,136484,18750920,10212,    0
    11,136484,18750921,10191,    0
    11,136484,18750922,10195,    0
    11,136484,18750923,10181,    0
    11,136484,18750924,10280,    0
    11,136484,18750925,10291,    0
    11,136484,18750926,10230,    0
    11,136484,18750927,10199,    0
    11,136484,18750928,10199,    0
    11,136484,18750929,10116,    0
    11,136484,18750930,10131,    0
    11,136484,18751001,10227,    0
    11,136484,18751002,10222,    0
    11,136484,18751003,10211,    0
    11,136484,18751004,10195,    0
    11,136484,18751005,10262,    0
    11,136484,18751006,10312,    0
    11,136484,18751007,10333,    0
    11,136484,18751008,10295,    0
    11,136484,18751009,10199,    0
    11,136484,18751010,10153,    0
    11,136484,18751011,10070,    0
    11,136484,18751012,10005,    0
    11,136484,18751013, 9943,    0
    11,136484,18751014, 9863,    0
    11,136484,18751015, 9963,    0
    11,136484,18751016,10066,    0
    11,136484,18751017,10143,    0
    11,136484,18751018,10167,    0
    11,136484,18751019,10188,    0
    11,136484,18751020,10150,    0
    11,136484,18751021,10152,    0
    11,136484,18751022,10109,    0
    11,136484,18751023,10036,    0
    11,136484,18751024,10063,    0
    11,136484,18751025,10183,    0
    11,136484,18751026,10212,    0
    11,136484,18751027,10159,    0
    11,136484,18751028,10141,    0
    11,136484,18751029,10173,    0
    11,136484,18751030,10188,    0
    11,136484,18751031,10160,    0
    11,136484,18751101,10158,    0
    11,136484,18751102,10220,    0
    11,136484,18751103,10228,    0
    11,136484,18751104,10212,    0
    11,136484,18751105,10190,    0
    11,136484,18751106,10084,    0
    11,136484,18751107,10054,    0
    11,136484,18751108, 9995,    0
    11,136484,18751109,10127,    0
    11,136484,18751110,10015,    0
    11,136484,18751111, 9964,    0
    11,136484,18751112,10127,    0
    11,136484,18751113,10207,    0
    11,136484,18751114,10135,    0
    11,136484,18751115,10215,    0
    11,136484,18751116,10285,    0
    11,136484,18751117,10253,    0
    11,136484,18751118,10173,    0
    11,136484,18751119,10125,    0
    11,136484,18751120, 9983,    0
    11,136484,18751121,10040,    0
    11,136484,18751122,10086,    0
    11,136484,18751123,10163,    0
    11,136484,18751124,10170,    0
    11,136484,18751125,10125,    0
    11,136484,18751126,10095,    0
    11,136484,18751127,10158,    0
    11,136484,18751128,10131,    0
    11,136484,18751129,10068,    0
    11,136484,18751130,10071,    0
    11,136484,18751201,10049,    0
    11,136484,18751202,10065,    0
    11,136484,18751203,10020,    0
    11,136484,18751204,10008,    0
    11,136484,18751205,10019,    0
    11,136484,18751206,10099,    0
    11,136484,18751207,10226,    0
    11,136484,18751208,10245,    0
    11,136484,18751209,10267,    0
    11,136484,18751210,10260,    0
    11,136484,18751211,10158,    0
    11,136484,18751212,10146,    0
    11,136484,18751213,10190,    0
    11,136484,18751214,10248,    0
    11,136484,18751215,10279,    0
    11,136484,18751216,10263,    0
    11,136484,18751217,10241,    0
    11,136484,18751218,10230,    0
    11,136484,18751219,10225,    0
    11,136484,18751220,10241,    0
    11,136484,18751221,10244,    0
    11,136484,18751222,10258,    0
    11,136484,18751223,10284,    0
    11,136484,18751224,10331,    0
    11,136484,18751225,10294,    0
    11,136484,18751226,10249,    0
    11,136484,18751227,10284,    0
    11,136484,18751228,10323,    0
    11,136484,18751229,10260,    0
    11,136484,18751230,10261,    0
    11,136484,18751231,10286,    0
    11,136484,18760101,10251,    0
    11,136484,18760102,10229,    0
    11,136484,18760103,10205,    0
    11,136484,18760104,10228,    0
    11,136484,18760105,10296,    0
    11,136484,18760106,10263,    0
    11,136484,18760107,10250,    0
    11,136484,18760108,10251,    0
    11,136484,18760109,10223,    0
    11,136484,18760110,10248,    0
    11,136484,18760111,10245,    0
    11,136484,18760112,10230,    0
    11,136484,18760113,10163,    0
    11,136484,18760114,10188,    0
    11,136484,18760115,10310,    0
    11,136484,18760116,10344,    0
    11,136484,18760117,10298,    0
    11,136484,18760118,10261,    0
    11,136484,18760119,10295,    0
    11,136484,18760120,10265,    0
    11,136484,18760121,10212,    0
    11,136484,18760122,10240,    0
    11,136484,18760123,10374,    0
    11,136484,18760124,10417,    0
    11,136484,18760125,10394,    0
    11,136484,18760126,10389,    0
    11,136484,18760127,10367,    0
    11,136484,18760128,10337,    0
    11,136484,18760129,10344,    0
    11,136484,18760130,10372,    0
    11,136484,18760131,10387,    0
    11,136484,18760201,10326,    0
    11,136484,18760202,10315,    0
    11,136484,18760203,10315,    0
    11,136484,18760204,10173,    0
    11,136484,18760205,10042,    0
    11,136484,18760206,10017,    0
    11,136484,18760207,10062,    0
    11,136484,18760208,10104,    0
    11,136484,18760209,10144,    0
    11,136484,18760210,10116,    0
    11,136484,18760211,10146,    0
    11,136484,18760212,10179,    0
    11,136484,18760213,10183,    0
    11,136484,18760214,10185,    0
    11,136484,18760215,10210,    0
    11,136484,18760216,10157,    0
    11,136484,18760217,10128,    0
    11,136484,18760218,10125,    0
    11,136484,18760219,10081,    0
    11,136484,18760220,10105,    0
    11,136484,18760221,10228,    0
    11,136484,18760222,10201,    0
    11,136484,18760223,10122,    0
    11,136484,18760224,10125,    0
    11,136484,18760225,10184,    0
    11,136484,18760226,10089,    0
    11,136484,18760227,10055,    0
    11,136484,18760228,10125,    0
    11,136484,18760229,10170,    0
    11,136484,18760301,10138,    0
    11,136484,18760302,10162,    0
    11,136484,18760303,10157,    0
    11,136484,18760304,10145,    0
    11,136484,18760305,10171,    0
    11,136484,18760306,10107,    0
    11,136484,18760307,10088,    0
    11,136484,18760308,10097,    0
    11,136484,18760309, 9952,    0
    11,136484,18760310, 9930,    0
    11,136484,18760311, 9952,    0
    11,136484,18760312, 9942,    0
    11,136484,18760313,10052,    0
    11,136484,18760314,10144,    0
    11,136484,18760315,10083,    0
    11,136484,18760316,10078,    0
    11,136484,18760317,10063,    0
    11,136484,18760318,10078,    0
    11,136484,18760319,10058,    0
    11,136484,18760320,10128,    0
    11,136484,18760321,10095,    0
    11,136484,18760322,10092,    0
    11,136484,18760323,10105,    0
